trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,NYAX,NAYAX LTD,BMXT7N9,33306,33575,32925,650,1.97,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,MTRX,MATRIX IT LTD,6747754,75493,76131,74629,1502,2.01,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,AMAL,AMAL HOLDINGS,BV6MJF4,380522,382908,376167,6741,1.79,0.988554
2026-07-16,2026-07-16,2026-07-17,ARKK,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,431626,431626,419186,12440,2.97,0.971178
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,TEVA,TEVA PHARMACEUTICAL-SP ADR,881624209,68653,68653,67867,786,1.16,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,CHKP,CHECK POINT SOFTWARE TECH,M22465104,16112,16112,15928,184,1.16,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,CEL,CELLCOM ISRAEL LTD,B23WQK8,198244,198244,195975,2269,1.16,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,ETOR,ETORO GROUP LTD-A,G32089107,57966,57689,57303,386,0.67,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,183990,183990,181884,2106,1.16,0.988554
2026-07-16,2026-07-16,2026-07-17,ARKG,sell,ATAI UQ,ATAIBECKLEY INC,04650F101,4244830,3185408,4308415,-1123007,-26.07,1.014979
2026-07-16,2026-07-16,2026-07-17,ARKK,sell,ILMN,ILLUMINA INC,452327109,459797,418426,446545,-28119,-6.30,0.971178
2026-07-16,2026-07-16,2026-07-17,ARKK,sell,NTRA,NATERA INC,632307104,311496,283144,302518,-19374,-6.40,0.971178
2026-07-16,2026-07-16,2026-07-17,ARKG,sell,PSNL,PERSONALIS INC,71535D106,6923692,6783876,7027404,-243528,-3.47,1.014979
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,SMWB,SIMILARWEB LTD,M84137104,834663,311868,825110,-513242,-62.20,0.988554
2026-07-16,2026-07-16,2026-07-17,ARKQ,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,10395790,7364828,10395790,-3030962,-29.16,1.000000
2026-07-16,2026-07-16,2026-07-17,ARKW,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,8975076,6454588,8937539,-2482951,-27.78,0.995818
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,FROG,JFROG LTD,M6191J100,50621,25182,50042,-24860,-49.68,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,URGN UQ,UROGEN PHARMA LTD,M96088105,101508,54250,100346,-46096,-45.94,0.988554
2026-07-16,2026-07-16,2026-07-17,ARKX,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,1869993,468952,1831095,-1362143,-74.39,0.979199
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,TBLA,TABOOLA.COM LTD,M8744T106,602812,397003,595912,-198909,-33.38,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,DRTS,ALPHA TAU MEDICAL LTD,M0740A108,277086,184377,273915,-89538,-32.69,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,MLTH,MALAM-TEAM HOLDING LTD,6047636,43008,1,42516,-42515,-100.00,0.988554
2026-07-16,2026-07-16,2026-07-17,ARKG,sell,NTLA,INTELLIA THERAPEUTICS INC,45826J105,2892757,2860258,2936088,-75830,-2.58,1.014979
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,SLRM,SOLROM HOLDINGS LTD,BNW1HZ5,412833,61047,408108,-347061,-85.04,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,TLSY,TELSYS LTD,6878977,25278,19199,24989,-5790,-23.17,0.988554
2026-07-16,2026-07-16,2026-07-17,ARKQ,sell,BIDU,BAIDU INC - SPON ADR,056752108,256650,251650,256650,-5000,-1.95,1.000000
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,BSEN,BET SHEMESH ENGINES HOLDINGS,6103936,9253,7492,9147,-1655,-18.09,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,CLBT,CELLEBRITE DI LTD,M2197Q107,170923,139021,168967,-29946,-17.72,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,MNDY,MONDAY.COM LTD,M7S64H106,33167,27267,32787,-5520,-16.84,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,,ENLIVEX LTD,M4130Y171,158849,69034,157031,-87997,-56.04,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,PGY,PAGAYA TECHNOLOGIES LTD -A,BQ5J6B6,147603,123942,145914,-21972,-15.06,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,RDWR,RADWARE LTD,M81873107,86280,72865,85292,-12427,-14.57,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,MBLY,MOBILEYE GLOBAL INC-A,60741F104,281104,243997,277887,-33890,-12.20,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,PLTK,PLAYTIKA HOLDING CORP,72815L107,614004,535451,606976,-71525,-11.78,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,RSKD,RISKIFIED LTD-A,M8216R109,488797,427321,483202,-55881,-11.56,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,HLAN,HILAN LTD,6267230,33916,29748,33528,-3780,-11.27,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,VLN,VALENS SEMICONDUCTOR LTD,M9607U115,1412570,1251107,1396402,-145295,-10.40,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,ODD,ODDITY TECH LTD-CL A,M7518J104,146754,132485,145074,-12589,-8.68,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,TSEM,TOWER SEMICONDUCTOR LTD,M87915274,10126,9196,10010,-814,-8.13,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,INMD,INMODE LTD,M5425M103,153224,139148,151470,-12322,-8.14,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,AUDC,AUDIOCODES LTD,M15342104,246438,224791,243617,-18826,-7.73,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,FVRR,FIVERR INTERNATIONAL LTD,M4R82T106,202039,184562,199727,-15165,-7.59,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,RDCM,RADCOM LTD,M81865111,174214,159788,172220,-12432,-7.22,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,ALLT,ALLOT LTD,B5MN8M9,282002,259103,278774,-19671,-7.06,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,RPOL,RP OPTICAL LAB LTD,BRQQ0K0,173798,163559,171809,-8250,-4.80,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,ONE,ONE SOFTWARE TECHNOLOGIES LT,6987709,106941,100590,105717,-5127,-4.85,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,PTNR,PARTNER COMMUNICATIONS CO,6374420,183456,175240,181356,-6116,-3.37,0.988554
2026-07-16,2026-07-16,2026-07-17,ARKW,sell,ROKU,ROKU INC,77543R102,500,197,498,-301,-60.43,0.995818
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,FTAL,FATTAL HOLDINGS 1998 LTD,BG1YKN5,9704,9471,9593,-122,-1.27,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,ITRN,ITURAN LOCATION AND CONTROL,M6158M104,40137,39397,39678,-281,-0.71,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,sell,TATTF,TAT TECHNOLOGIES LTD,B0H5D20,52284,51337,51686,-349,-0.67,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,exit,NNOX,NANO-X IMAGING LTD,M70700105,806614,0,797382,-806614,-100.00,0.988554
2026-07-16,2026-07-16,2026-07-17,IZRL,exit,KMDA,KAMADA LTD,B0L2CR5,196137,0,193892,-196137,-100.00,0.988554
