trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-07,2026-07-07,2026-07-08,ARKG,buy,GENB,GENERATE BIOMEDICINES INC,370920100,1022779,1068211,1024042,44169,4.31,1.001234
2026-07-07,2026-07-07,2026-07-08,ARKX,buy,XE,X-ENERGY INC,98386P102,508732,534801,496672,38129,7.68,0.976293
2026-07-07,2026-07-07,2026-07-08,ARKF,buy,,ARK BITCOIN ETF HOLDCO (ARKF),MM005473T,2096992,2096992,2074155,22837,1.10,0.989110
2026-07-07,2026-07-07,2026-07-08,ARKG,buy,ALMR,ALAMAR BIOSCIENCES INC,010911105,803838,823013,804830,18183,2.26,1.001234
2026-07-07,2026-07-07,2026-07-08,ARKF,buy,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,1553164,1888483,1536250,352233,22.93,0.989110
2026-07-07,2026-07-07,2026-07-08,ARKF,buy,,OPENAI GROUP PBC SERIES C,PPOPENAIC,31991,31991,31643,348,1.10,0.989110
2026-07-07,2026-07-07,2026-07-08,ARKF,buy,,BRERA HOLDINGS PLC-CL B,G13311132,91322,91322,90327,995,1.10,0.989110
2026-07-07,2026-07-07,2026-07-08,ARKF,buy,,BRERA HOLDINGS PLC WTS,BREADUMMY,78805,78805,77947,858,1.10,0.989110
2026-07-07,2026-07-07,2026-07-08,ARKK,sell,ILMN,ILLUMINA INC,452327109,530746,507003,531395,-24392,-4.59,1.001222
2026-07-07,2026-07-07,2026-07-08,ARKK,sell,AMD,ADVANCED MICRO DEVICES,007903107,550138,542143,550811,-8668,-1.57,1.001222
2026-07-07,2026-07-07,2026-07-08,ARKG,sell,BNTX,BIONTECH SE-ADR,09075V102,124328,80151,124481,-44330,-35.61,1.001234
2026-07-07,2026-07-07,2026-07-08,ARKK,sell,NTRA,NATERA INC,632307104,359950,347836,360390,-12554,-3.48,1.001222
2026-07-07,2026-07-07,2026-07-08,ARKG,sell,ILMN,ILLUMINA INC,452327109,384760,368839,385235,-16396,-4.26,1.001234
2026-07-07,2026-07-07,2026-07-08,ARKG,sell,NTRA,NATERA INC,632307104,257318,249197,257636,-8439,-3.28,1.001234
2026-07-07,2026-07-07,2026-07-08,ARKG,sell,ADPT,ADAPTIVE BIOTECHNOLOGIES,00650F109,1995707,1925847,1998171,-72324,-3.62,1.001234
2026-07-07,2026-07-07,2026-07-08,ARKG,sell,CDNA,CAREDX INC,14167L103,1839057,1802176,1841327,-39151,-2.13,1.001234
2026-07-07,2026-07-07,2026-07-08,ARKX,sell,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,600610,565114,586372,-21258,-3.63,0.976293
2026-07-07,2026-07-07,2026-07-08,ARKG,sell,GH,GUARDANT HEALTH INC,40131M109,485817,480814,486417,-5603,-1.15,1.001234
2026-07-07,2026-07-07,2026-07-08,ARKW,sell,ROKU,ROKU INC,77543R102,123630,117609,123630,-6021,-4.87,1.000000
2026-07-07,2026-07-07,2026-07-08,ARKG,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,1437775,1430320,1439550,-9230,-0.64,1.001234
2026-07-07,2026-07-07,2026-07-08,ARKG,sell,VCYT,VERACYTE INC,92337F107,939772,928508,940932,-12424,-1.32,1.001234
2026-07-07,2026-07-07,2026-07-08,ARKQ,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,11579888,10960946,11579888,-618942,-5.34,1.000000
2026-07-07,2026-07-07,2026-07-08,ARKW,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,715995,671093,715995,-44902,-6.27,1.000000
2026-07-07,2026-07-07,2026-07-08,ARKW,sell,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,308,102,308,-206,-66.88,1.000000
2026-07-07,2026-07-07,2026-07-08,ARKK,exit,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,22,0,22,-22,-100.00,1.001222
2026-07-07,2026-07-07,2026-07-08,ARKK,exit,ROKU,ROKU INC,77543R102,174,0,174,-174,-100.00,1.001222
