trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2026-07-09,2026-07-09,2026-07-10,ARKQ,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,8644879,2081076,8879173,-6798097,-76.56,1.027102
2026-07-09,2026-07-09,2026-07-10,ARKK,sell,TXG,10X GENOMICS INC-CLASS A,88025U109,5162171,5159986,5316580,-156594,-2.95,1.029912
2026-07-09,2026-07-09,2026-07-10,ARKK,sell,NTRA,NATERA INC,632307104,333785,322192,343769,-21577,-6.28,1.029912
2026-07-09,2026-07-09,2026-07-10,ARKK,sell,AMD,ADVANCED MICRO DEVICES,007903107,535805,541054,551832,-10778,-1.95,1.029912
2026-07-09,2026-07-09,2026-07-10,ARKG,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,1416216,1355325,1416216,-60891,-4.30,1.000000
2026-07-09,2026-07-09,2026-07-10,ARKK,sell,,OPENAI GROUP PBC SERIES C,PPOPENAIC,254476,254476,262088,-7612,-2.90,1.029912
2026-07-09,2026-07-09,2026-07-10,ARKK,sell,TWST,TWIST BIOSCIENCE CORP,90184D100,2383426,2416836,2454718,-37882,-1.54,1.029912
2026-07-09,2026-07-09,2026-07-10,ARKF,sell,ROKU,ROKU INC,77543R102,113997,92650,113997,-21347,-18.73,1.000000
2026-07-09,2026-07-09,2026-07-10,ARKW,sell,HOOD,ROBINHOOD MARKETS INC - A,770700102,957474,957474,982332,-24858,-2.53,1.025962
2026-07-09,2026-07-09,2026-07-10,ARKG,sell,GH,GUARDANT HEALTH INC,40131M109,469734,453629,469734,-16105,-3.43,1.000000
2026-07-09,2026-07-09,2026-07-10,ARKG,sell,CDNA,CAREDX INC,14167L103,1748541,1666440,1748541,-82101,-4.70,1.000000
2026-07-09,2026-07-09,2026-07-10,ARKG,sell,ADPT,ADAPTIVE BIOTECHNOLOGIES,00650F109,1874080,1765960,1874080,-108120,-5.77,1.000000
2026-07-09,2026-07-09,2026-07-10,ARKG,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,7871049,5561813,7871049,-2309236,-29.34,1.000000
2026-07-09,2026-07-09,2026-07-10,ARKW,sell,,ARK BITCOIN ETF HOLDCO (ARKW),MM0051EWE,3775474,3775474,3873491,-98017,-2.53,1.025962
2026-07-09,2026-07-09,2026-07-10,ARKG,sell,NTRA,NATERA INC,632307104,243846,238957,243846,-4889,-2.00,1.000000
2026-07-09,2026-07-09,2026-07-10,ARKW,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,1542497,409785,1582543,-1172758,-74.11,1.025962
2026-07-09,2026-07-09,2026-07-10,ARKW,sell,,OPENAI GROUP PBC SERIES C,PPOPENAIC,62528,62528,64151,-1623,-2.53,1.025962
2026-07-09,2026-07-09,2026-07-10,ARKF,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,1125696,663572,1125696,-462124,-41.05,1.000000
2026-07-09,2026-07-09,2026-07-10,ARKX,sell,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,560964,553303,560964,-7661,-1.37,1.000000
2026-07-09,2026-07-09,2026-07-10,ARKQ,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,903987,856098,928487,-72389,-7.80,1.027102
2026-07-09,2026-07-09,2026-07-10,ARKX,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,1829900,1547584,1829900,-282316,-15.43,1.000000
2026-07-09,2026-07-09,2026-07-10,ARKX,sell,SRTA,STRATA CRITICAL MEDICAL INC,092667104,633820,582129,633820,-51691,-8.16,1.000000
2026-07-09,2026-07-09,2026-07-10,ARKG,sell,BNTX,BIONTECH SE-ADR,09075V102,1156,307,1156,-849,-73.44,1.000000
2026-07-09,2026-07-09,2026-07-10,ARKK,sell,,BRERA HOLDINGS PLC-CL B,G13311132,364423,364423,375323,-10900,-2.90,1.029912
2026-07-09,2026-07-09,2026-07-10,PRNT,sell,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,374261,339100,374261,-35161,-9.39,1.000000
2026-07-09,2026-07-09,2026-07-10,ARKK,sell,,BRERA HOLDINGS PLC WTS,BREADUMMY,431626,431626,444537,-12911,-2.90,1.029912
2026-07-09,2026-07-09,2026-07-10,ARKW,sell,,BRERA HOLDINGS PLC-CL B,G13311132,144292,144292,148038,-3746,-2.53,1.025962
2026-07-09,2026-07-09,2026-07-10,ARKW,sell,,BRERA HOLDINGS PLC WTS,BREADUMMY,139569,139569,143192,-3623,-2.53,1.025962
2026-07-09,2026-07-09,2026-07-10,ARKK,exit,,GOLDMAN FS TRSY OBLIG INST 468,X9USDGSFT,1427745,0,1470451,-1427745,-100.00,1.029912
